,title,company,location,job_desc,date_posted,date_scrapped,salary,job_url
61,"Senior Data Machine Learning Platform Engineer (Remote, Europe)",Shopify,London,"Company Description   Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce…",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb7acc208cf8e95a799c6acd6ec07dcb22
62,Machine Learning Engineer - Fully remote,Volt,England,Machine Learning Engineer required for a leading UK Based client to join them on a permanent remote opportunity   This position is for an ML engineer or data scientist who will joi…,4 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb3741b2dffdfcfbb513c162ee799aae3e
63,Machine Learning Engineer,Limejump,London,Machine Learning Engineer  Tech & Data Science  Limejump Ltd.   About Limejump  Optimising a 100% renewable energy future is our vision.   Limejump is a technology platform that ma…,None,2022-05-19,,https://www.careerjet.co.za/jobad/gb1241b2fea689c17c080cc48f277eaba0
64,Head of Data Science| Remote | £80K - £110k | Greenfield | E-commerce |Machine Learning|,Opus Recruitment Solutions,South East England,"Hampshire, United Kingdom   Permanent  £80000 - £110000 per annum Head of Data | Remote | £80K - £110k | Greenfield  PowerBI | Machine Learning |Data Modelling | Data warehousing |…",18 days ago,2022-05-19,"£80,000-110,000 per year",https://www.careerjet.co.za/jobad/gb4dbe27d5a0507d6f8ec9f0c602f1061d
65,Machine Learning Engineer - Remote,Client Server,Cambridge,"2330   Cambridge, Cambridgeshire, £65000 - £80000 per annum + benefits   Job Type: Permanent   Managed by:   Senior Machine Learning Engineer (Python Bayesian Gaussian Algorithms).…",26 days ago,2022-05-19,"£80,000 per year",https://www.careerjet.co.za/jobad/gb2bd5d19413b61f8eac5cf06ac5b1970b
66,Machine Learning Engineer (EU Remote),Kosen Labs,London,"Note: This is a fully remote position, with preference for the EU timezones.   About Kosen Labs   We are a team of ex-Google DeepMind AI researchers and engineers with extensive ex…",1 month ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbb69a1dc082e1cfae58da08cb89c23a07
67,Machine Learning Research Scientist,Albus Health,Oxford,Albus Health is a medical technology startup that develops intelligent remote monitoring systems for in-home patients taking part in clinical trials. We are looking for an acoustic…,3 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb2dd20e532e1ae6758891d85d59d89dd1
68,Machine Learning Engineer | C++ | Python | Remote,Reqiva,London,Machine Learning Engineer | C++ | Python | Remote   Reqiva are seeking a Machine Learning Engineer for a fully remote opportunity to join a dynamic technology company. This is an e…,14 days ago,2022-05-19,"£65,000-75,000 per year",https://www.careerjet.co.za/jobad/gb2c76e7e4042d738bb9563b854f901163
69,Machine Learning Engineer - Azure - Remote,Xpertise Recruitment,Birmingham,I'm recruiting a Machine Learning Engineer for a global corporate law firm expanding its DataOps team. Further details are below:   Salary: £55-75k + 10% bonus   Location: Birmingh…,1 month ago,2022-05-19,"£75,000 per year",https://www.careerjet.co.za/jobad/gbf52e7c760fe4889e4913189f13eb2d5b
70,Machine Learning Engineer,Adarga,London,"Adarga is a rapidly scaling organisation and we are growing our technology department. As a Machine Learning (ML) engineer within the product team, you will bring your expertise to…",4 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb18977156a9e6fdcf3198e4fa387d9c44
71,Machine Learning Engineer,Volt,England,"Machine Learning Engineer required to join our leading AI client on a permanent remote basis. You will be joining a fast growing team with flexible, remote based working.   Job Rol…",4 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbc20ab86a622c91333f5b9a9ebe0751b3
72,Engineering Manager (Machine Learning),Rise Technical Recruitment,England,"Engineering Manager (Machine Learning)  Remote  £100,000 to £110,000 + 25 days Holiday + Share Options + Progression   Amazing opportunity for a technically experienced Engineering…",7 days ago,2022-05-19,"£100,000-110,000 per year",https://www.careerjet.co.za/jobad/gb5cf86843b275b62ac3f3a63cdd43da41
73,Head of Machine Learning,Motorway,London,"About Motorway   Motorway is the UK’s fastest-growing used car marketplace – our award winning, online-only platform connects private car sellers with thousands of verified dealers…",12 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb0f967c88a751afaafd8179fe2eb1e005
74,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data,Sentinel,London,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data  Machine Learning Engineer  12 month contract (extensions possible)  Inside IR35  100% Remote  …,6 days ago,2022-05-19,£650 per day,https://www.careerjet.co.za/jobad/gb7ce6aa1b98709c9f33f7e3d7d12e96f7
75,Machine Learning Engineer (Energy) - Berkshire,Austin Fraser,Berkshire,Machine Learning Engineer (Energy) - Berkshire   Are you longing to do more to tackle the climate crisis? Are your ML superpowers going spare? Have you ever wanted to work for a dy…,5 days ago,2022-05-19,"£70,000-90,000 per year",https://www.careerjet.co.za/jobad/gb804c74532ce126a8f2f41c87fc4643fa
76,Machine Learning Engineer,Datatonic,London,"As Google Cloud's premier partner in AI, Datatonic provides world-class businesses with cutting-edge data solutions in the cloud.   We help clients take leading technology to the l…",24 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbbbe534567192a391dcdcf938d62ed3ed
77,Machine Learning/Speech Engineer,Poly AI,London,PolyAI is tackling the challenges of automating customer service through voice. Our voice assistants make it possible for businesses to deliver outstanding customer service at ever…,24 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb957b46e44ba6e7773ca99c7a2c46607a
78,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data,Sentinel,Greater London,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data   Job Details:   Posted: May 11 2022  Location:    Greater London * Salary: Â£550 - 650 per day…,6 days ago,2022-05-19,£650 per day,https://www.careerjet.co.za/jobad/gbd1b6a6e777d9bf852fbdbd22236b1a03
79,Machine Learning CTO {AI / Python},Ernest Gordon Recruitment,London,"Machine Learning CTO {AI / Python}   Competitive Salary + Progression + Company Benefits + 100% Remote   London, Remote   Are you an experienced CTO who is looking to combine your …",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gba651e9b1104760565f0c5c41a9a13487
80,"Tech Lead Machine Learning Data Engineer - Recommendations (Remote, Europe)",Shopify,London,"Company Description   Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce…",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb7cddff5f820bea32239dfb730dc3c274
81,"Senior Data Machine Learning Platform Engineer (Remote, Europe)",Shopify,London,"Company Description   Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce…",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb7acc208cf8e95a799c6acd6ec07dcb22
82,Machine Learning Engineer - Fully remote,Volt,England,Machine Learning Engineer required for a leading UK Based client to join them on a permanent remote opportunity   This position is for an ML engineer or data scientist who will joi…,4 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb3741b2dffdfcfbb513c162ee799aae3e
83,Machine Learning Engineer,Limejump,London,Machine Learning Engineer  Tech & Data Science  Limejump Ltd.   About Limejump  Optimising a 100% renewable energy future is our vision.   Limejump is a technology platform that ma…,None,2022-05-19,,https://www.careerjet.co.za/jobad/gb1241b2fea689c17c080cc48f277eaba0
84,Head of Data Science| Remote | £80K - £110k | Greenfield | E-commerce |Machine Learning|,Opus Recruitment Solutions,South East England,"Hampshire, United Kingdom   Permanent  £80000 - £110000 per annum Head of Data | Remote | £80K - £110k | Greenfield  PowerBI | Machine Learning |Data Modelling | Data warehousing |…",18 days ago,2022-05-19,"£80,000-110,000 per year",https://www.careerjet.co.za/jobad/gb4dbe27d5a0507d6f8ec9f0c602f1061d
85,Machine Learning Engineer - Remote,Client Server,Cambridge,"2330   Cambridge, Cambridgeshire, £65000 - £80000 per annum + benefits   Job Type: Permanent   Managed by:   Senior Machine Learning Engineer (Python Bayesian Gaussian Algorithms).…",26 days ago,2022-05-19,"£80,000 per year",https://www.careerjet.co.za/jobad/gb2bd5d19413b61f8eac5cf06ac5b1970b
86,Machine Learning Engineer (EU Remote),Kosen Labs,London,"Note: This is a fully remote position, with preference for the EU timezones.   About Kosen Labs   We are a team of ex-Google DeepMind AI researchers and engineers with extensive ex…",1 month ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbb69a1dc082e1cfae58da08cb89c23a07
87,Machine Learning Research Scientist,Albus Health,Oxford,Albus Health is a medical technology startup that develops intelligent remote monitoring systems for in-home patients taking part in clinical trials. We are looking for an acoustic…,3 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb2dd20e532e1ae6758891d85d59d89dd1
88,Machine Learning Engineer | C++ | Python | Remote,Reqiva,London,Machine Learning Engineer | C++ | Python | Remote   Reqiva are seeking a Machine Learning Engineer for a fully remote opportunity to join a dynamic technology company. This is an e…,14 days ago,2022-05-19,"£65,000-75,000 per year",https://www.careerjet.co.za/jobad/gb2c76e7e4042d738bb9563b854f901163
89,Machine Learning Engineer - Azure - Remote,Xpertise Recruitment,Birmingham,I'm recruiting a Machine Learning Engineer for a global corporate law firm expanding its DataOps team. Further details are below:   Salary: £55-75k + 10% bonus   Location: Birmingh…,1 month ago,2022-05-19,"£75,000 per year",https://www.careerjet.co.za/jobad/gbf52e7c760fe4889e4913189f13eb2d5b
90,Machine Learning Engineer,Adarga,London,"Adarga is a rapidly scaling organisation and we are growing our technology department. As a Machine Learning (ML) engineer within the product team, you will bring your expertise to…",4 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb18977156a9e6fdcf3198e4fa387d9c44
91,Machine Learning Engineer,Volt,England,"Machine Learning Engineer required to join our leading AI client on a permanent remote basis. You will be joining a fast growing team with flexible, remote based working.   Job Rol…",4 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbc20ab86a622c91333f5b9a9ebe0751b3
92,Engineering Manager (Machine Learning),Rise Technical Recruitment,England,"Engineering Manager (Machine Learning)  Remote  £100,000 to £110,000 + 25 days Holiday + Share Options + Progression   Amazing opportunity for a technically experienced Engineering…",7 days ago,2022-05-19,"£100,000-110,000 per year",https://www.careerjet.co.za/jobad/gb5cf86843b275b62ac3f3a63cdd43da41
93,Head of Machine Learning,Motorway,London,"About Motorway   Motorway is the UK’s fastest-growing used car marketplace – our award winning, online-only platform connects private car sellers with thousands of verified dealers…",12 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb0f967c88a751afaafd8179fe2eb1e005
94,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data,Sentinel,London,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data  Machine Learning Engineer  12 month contract (extensions possible)  Inside IR35  100% Remote  …,6 days ago,2022-05-19,£650 per day,https://www.careerjet.co.za/jobad/gb7ce6aa1b98709c9f33f7e3d7d12e96f7
95,Machine Learning Engineer (Energy) - Berkshire,Austin Fraser,Berkshire,Machine Learning Engineer (Energy) - Berkshire   Are you longing to do more to tackle the climate crisis? Are your ML superpowers going spare? Have you ever wanted to work for a dy…,5 days ago,2022-05-19,"£70,000-90,000 per year",https://www.careerjet.co.za/jobad/gb804c74532ce126a8f2f41c87fc4643fa
96,Machine Learning Engineer,Datatonic,London,"As Google Cloud's premier partner in AI, Datatonic provides world-class businesses with cutting-edge data solutions in the cloud.   We help clients take leading technology to the l…",24 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbbbe534567192a391dcdcf938d62ed3ed
97,Machine Learning/Speech Engineer,Poly AI,London,PolyAI is tackling the challenges of automating customer service through voice. Our voice assistants make it possible for businesses to deliver outstanding customer service at ever…,24 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb957b46e44ba6e7773ca99c7a2c46607a
98,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data,Sentinel,Greater London,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data   Job Details:   Posted: May 11 2022  Location:    Greater London * Salary: Â£550 - 650 per day…,6 days ago,2022-05-19,£650 per day,https://www.careerjet.co.za/jobad/gbd1b6a6e777d9bf852fbdbd22236b1a03
99,Machine Learning CTO {AI / Python},Ernest Gordon Recruitment,London,"Machine Learning CTO {AI / Python}   Competitive Salary + Progression + Company Benefits + 100% Remote   London, Remote   Are you an experienced CTO who is looking to combine your …",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gba651e9b1104760565f0c5c41a9a13487
