,title,company,location,job_desc,date_posted,date_scrapped,salary,job_url
273,WFM Scheduling Analyst- Remote,Wayfair,Nottingham,"We are expanding! Come and join our Wayfair Workforce Management team who supports our Customer Service department's staffing, scheduling and performance monitoring, reporting on d…",None,2022-05-19,,https://www.careerjet.co.za/jobad/gb5a0cbe1c76cc0c1c8e28e5830fa6280e
274,Data Analyst (Business Analyst),Rise Technical Recruitment,Manchester,"£35,000 - £55,000 + Technical Progression + Pension + Holidays + Private Health Insurance + Bonus  Warrington, Manchester - Hybrid/ Remote   Exciting opportunity for an Data Analys…",None,2022-05-19,"£35,000-55,000 per year",https://www.careerjet.co.za/jobad/gb26265b3f00befc33ce9f20ad621d11d5
275,Senior Data Analyst (Business analyst) - Manchester,Rise Technical Recruitment,Manchester,"£55,000 - £75,000 + Technical Progression + Pension + Holidays + Private Health Insurance + Bonus  Warrington, Manchester - Hybrid/ Remote   Exciting opportunity for an Senior Data…",None,2022-05-19,"£55,000-75,000 per year",https://www.careerjet.co.za/jobad/gba846254cc87029d45f2e4460a975ae1f
276,WFM Scheduling Analyst- Remote,Wayfair,Liverpool,"We are expanding! Come and join our Wayfair Workforce Management team who supports our Customer Service department's staffing, scheduling and performance monitoring, reporting on d…",None,2022-05-19,,https://www.careerjet.co.za/jobad/gbcf993d616eeb3a55a49c8b5587e4ecb3
277,Data Analyst,The JM Group,London,"Rate: c. £45,000-£55,000  Location: City of London  Working pattern: Remote   Role: Data Analyst   You will join a market leading Global Financial Services company who offer expert…",None,2022-05-19,"£45,000-55,000 per year",https://www.careerjet.co.za/jobad/gb09d1cfbc7eaa5040d38f3863f3f7bc82
278,Data Analyst,Hays,"Stockton-on-Tees, County Durham","Data Analyst Remote Working Negotiable Salary Permanent HAYS Technology are currently looking to recruit for an Data Analyst on a permanent basis.   As a Data Analyst, you will be …",None,2022-05-19,,https://www.careerjet.co.za/jobad/gbca4d78321fb0f348483e70f4bbeaaab1
279,Senior Market Data Analyst - REMOTE,1st Executive,London,1st Executive are mandated with an exciting opportunity for a Market Data professional to join a dynamic team of research and consulting Market Data and Business Analysts for a wel…,18 days ago,2022-05-19,"£70,000-80,000 per year",https://www.careerjet.co.za/jobad/gb674057769a0b71758291c1bf0c69c7f8
280,Python Data Analyst / Engineer | SQL | ETL | Remote,Method Resourcing,London,Python Data Analyst / Engineer | SQL | ETL | Cloud | Remote   Working for an exciting marketing automation company utilising award-winning technology focused on complex ETL & Machi…,None,2022-05-19,,https://www.careerjet.co.za/jobad/gba34d117904cb6e41b50277d83c034ce3
281,Data Analyst - Remote - Contract,Anson McCade,London,"Data Analyst - Remote - Contract   £500 – £600   Location: United Kingdom (London - City of London, London) Type: Contract Skills: Data Analyst, People Systems, Data Migration, Exc…",None,2022-05-19,,https://www.careerjet.co.za/jobad/gb76c95b41ab4dafad66c70995805da176
282,"Data Analyst - Remote - Podcast, Research, Audio Content",Spring Group,London,"Data Analyst - London/ Remote - Podcast, Market Research, Audio Content   PAYE - £240 per day - 9 months   Our client require a skilled Data Analyst to advise - research and assist…",1 day ago,2022-05-19,£240 per day,https://www.careerjet.co.za/jobad/gb8f46f30029587bbad5c7199f759a748e
283,Senior Data Privacy Analyst - Remote,Investigo,London,Senior Data Privacy Analyst  London  Flexible/Remote   Key responsibilities include:   - Conduct comprehensive Privacy Impact Assessments (PIAs) and Data Protection Impact Assessme…,3 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb98bd5dbf61f7ee75347da4db1356639b
284,Lead Data Analyst - fully remote - A/B Testing,Reed,Newcastle,"Lead Data Analyst - Experimentation/A/B Testing  £75,000 per annum  UK based fully remote   A leading worldwide organisation, who have a huge footprint here in the UK are looking f…",4 days ago,2022-05-19,"£75,000 per year",https://www.careerjet.co.za/jobad/gbd60d3333c86884fc08df14a514a43981
285,Data Security Analyst | 6 Month Contract | Remote | Inside IR35 | Paying upto £600p/d,Opus Recruitment Solutions,London,"London, United Kingdom   Contract  Competitive Data Security Analyst | 6 Month Contract | Remote | Inside IR35 | Paying upto £600p/d   My client is a global consultancy that are on…",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbba90fcb3118860533b910034eadb354b
286,Senior Data Analyst - Remote,Lawrence Harvey,London,Are you ready for a step up in your career? Are you ready to take a Senior Data Analyst role and challenge yourself while working autonomously for a multinational company?   With o…,8 days ago,2022-05-19,"£50,000-60,000 per year",https://www.careerjet.co.za/jobad/gb84ecb5fc8f5d6640cf8376f9bb2631ba
287,Senior Data Analyst,Infopro Digital,London,"Infopro Digital are one of the world’s leading B2B publishers in professional information and digital services, with 3,700 employees and over 50 brands, and offices all over the gl…",None,2022-05-19,,https://www.careerjet.co.za/jobad/gb17c10fc37f78e946e3ce30e46318e047
288,Senior Data Privacy Analyst - Remote,Investigo,London,Senior Data Privacy Analyst  London  Flexible/Remote   Key responsibilities include:   - Conduct comprehensive Privacy Impact Assessments (PIAs) and Data Protection Impact Assessme…,5 days ago,2022-05-19,"£45,000-55,000 per year",https://www.careerjet.co.za/jobad/gb782eb060714c3349f17e59c08b5cebe0
289,Senior Data Analyst - Remote,Lawrence Harvey,London,Are you ready for a step up in your career? Are you ready to take a Senior Data Analyst role and challenge yourself while working autonomously for a multinational company?   With o…,12 days ago,2022-05-19,"£50,000-60,000 per year",https://www.careerjet.co.za/jobad/gb242a2e9999f0a6b0faf8945461ea8a7c
290,"Senior Data Analyst, Python, SQL, BI, Remote working, R&D",Corriculo,Oxford,"Senior Data Analyst, Python, SQL, BI, Remote working, R&D  An exciting opportunity has arisen for a skilled Senior Data Analyst to join my client on a full-time basis. The successf…",8 days ago,2022-05-19,"£80,000 per year",https://www.careerjet.co.za/jobad/gb8cd1d922c4097ec5520d4e205581e7e5
291,"Data Analyst, Python, SQL, BI, Remote working, R&D",Corriculo,Oxford,"Data Analyst, Python, SQL, BI, Remote working, R&D  An exciting opportunity has arisen for a skilled Data Analyst to join my client on a full-time basis. The successful Data Analys…",8 days ago,2022-05-19,"£55,000 per year",https://www.careerjet.co.za/jobad/gb225ce79e89e55c7b2c544480b3050ea0
292,WFM Scheduling Analyst- Remote,Wayfair,Birmingham,"We are expanding! Come and join our Wayfair Workforce Management team who supports our Customer Service department's staffing, scheduling and performance monitoring, reporting on d…",None,2022-05-19,,https://www.careerjet.co.za/jobad/gbdef52ad43d7b986da0e32fadd55cf636
293,WFM Scheduling Analyst- Remote,Wayfair,Nottingham,"We are expanding! Come and join our Wayfair Workforce Management team who supports our Customer Service department's staffing, scheduling and performance monitoring, reporting on d…",None,2022-05-19,,https://www.careerjet.co.za/jobad/gb5a0cbe1c76cc0c1c8e28e5830fa6280e
294,Data Analyst (Business Analyst),Rise Technical Recruitment,Manchester,"£35,000 - £55,000 + Technical Progression + Pension + Holidays + Private Health Insurance + Bonus  Warrington, Manchester - Hybrid/ Remote   Exciting opportunity for an Data Analys…",None,2022-05-19,"£35,000-55,000 per year",https://www.careerjet.co.za/jobad/gb26265b3f00befc33ce9f20ad621d11d5
295,Senior Data Analyst (Business analyst) - Manchester,Rise Technical Recruitment,Manchester,"£55,000 - £75,000 + Technical Progression + Pension + Holidays + Private Health Insurance + Bonus  Warrington, Manchester - Hybrid/ Remote   Exciting opportunity for an Senior Data…",None,2022-05-19,"£55,000-75,000 per year",https://www.careerjet.co.za/jobad/gba846254cc87029d45f2e4460a975ae1f
296,WFM Scheduling Analyst- Remote,Wayfair,Liverpool,"We are expanding! Come and join our Wayfair Workforce Management team who supports our Customer Service department's staffing, scheduling and performance monitoring, reporting on d…",None,2022-05-19,,https://www.careerjet.co.za/jobad/gbcf993d616eeb3a55a49c8b5587e4ecb3
297,Data Analyst,The JM Group,London,"Rate: c. £45,000-£55,000  Location: City of London  Working pattern: Remote   Role: Data Analyst   You will join a market leading Global Financial Services company who offer expert…",None,2022-05-19,"£45,000-55,000 per year",https://www.careerjet.co.za/jobad/gb09d1cfbc7eaa5040d38f3863f3f7bc82
298,Data Analyst,Hays,"Stockton-on-Tees, County Durham","Data Analyst Remote Working Negotiable Salary Permanent HAYS Technology are currently looking to recruit for an Data Analyst on a permanent basis.   As a Data Analyst, you will be …",None,2022-05-19,,https://www.careerjet.co.za/jobad/gbca4d78321fb0f348483e70f4bbeaaab1
299,Senior Market Data Analyst - REMOTE,1st Executive,London,1st Executive are mandated with an exciting opportunity for a Market Data professional to join a dynamic team of research and consulting Market Data and Business Analysts for a wel…,18 days ago,2022-05-19,"£70,000-80,000 per year",https://www.careerjet.co.za/jobad/gb674057769a0b71758291c1bf0c69c7f8
0,"Tech Lead Machine Learning Data Engineer - Recommendations (Remote, Europe)",Shopify,London,"Company Description   Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce…",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb7cddff5f820bea32239dfb730dc3c274
1,"Senior Data Machine Learning Platform Engineer (Remote, Europe)",Shopify,London,"Company Description   Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce…",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb7acc208cf8e95a799c6acd6ec07dcb22
2,Machine Learning Engineer - Fully remote,Volt,England,Machine Learning Engineer required for a leading UK Based client to join them on a permanent remote opportunity   This position is for an ML engineer or data scientist who will joi…,4 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb3741b2dffdfcfbb513c162ee799aae3e
3,Machine Learning Engineer,Limejump,London,Machine Learning Engineer  Tech & Data Science  Limejump Ltd.   About Limejump  Optimising a 100% renewable energy future is our vision.   Limejump is a technology platform that ma…,None,2022-05-19,,https://www.careerjet.co.za/jobad/gb1241b2fea689c17c080cc48f277eaba0
4,Head of Data Science| Remote | £80K - £110k | Greenfield | E-commerce |Machine Learning|,Opus Recruitment Solutions,South East England,"Hampshire, United Kingdom   Permanent  £80000 - £110000 per annum Head of Data | Remote | £80K - £110k | Greenfield  PowerBI | Machine Learning |Data Modelling | Data warehousing |…",18 days ago,2022-05-19,"£80,000-110,000 per year",https://www.careerjet.co.za/jobad/gb4dbe27d5a0507d6f8ec9f0c602f1061d
5,Machine Learning Engineer - Remote,Client Server,Cambridge,"2330   Cambridge, Cambridgeshire, £65000 - £80000 per annum + benefits   Job Type: Permanent   Managed by:   Senior Machine Learning Engineer (Python Bayesian Gaussian Algorithms).…",26 days ago,2022-05-19,"£80,000 per year",https://www.careerjet.co.za/jobad/gb2bd5d19413b61f8eac5cf06ac5b1970b
6,Machine Learning Engineer (EU Remote),Kosen Labs,London,"Note: This is a fully remote position, with preference for the EU timezones.   About Kosen Labs   We are a team of ex-Google DeepMind AI researchers and engineers with extensive ex…",1 month ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbb69a1dc082e1cfae58da08cb89c23a07
7,Machine Learning Research Scientist,Albus Health,Oxford,Albus Health is a medical technology startup that develops intelligent remote monitoring systems for in-home patients taking part in clinical trials. We are looking for an acoustic…,3 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb2dd20e532e1ae6758891d85d59d89dd1
8,Machine Learning Engineer | C++ | Python | Remote,Reqiva,London,Machine Learning Engineer | C++ | Python | Remote   Reqiva are seeking a Machine Learning Engineer for a fully remote opportunity to join a dynamic technology company. This is an e…,14 days ago,2022-05-19,"£65,000-75,000 per year",https://www.careerjet.co.za/jobad/gb2c76e7e4042d738bb9563b854f901163
9,Machine Learning Engineer - Azure - Remote,Xpertise Recruitment,Birmingham,I'm recruiting a Machine Learning Engineer for a global corporate law firm expanding its DataOps team. Further details are below:   Salary: £55-75k + 10% bonus   Location: Birmingh…,1 month ago,2022-05-19,"£75,000 per year",https://www.careerjet.co.za/jobad/gbf52e7c760fe4889e4913189f13eb2d5b
10,Machine Learning Engineer,Adarga,London,"Adarga is a rapidly scaling organisation and we are growing our technology department. As a Machine Learning (ML) engineer within the product team, you will bring your expertise to…",4 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb18977156a9e6fdcf3198e4fa387d9c44
11,Machine Learning Engineer,Volt,England,"Machine Learning Engineer required to join our leading AI client on a permanent remote basis. You will be joining a fast growing team with flexible, remote based working.   Job Rol…",4 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbc20ab86a622c91333f5b9a9ebe0751b3
12,Engineering Manager (Machine Learning),Rise Technical Recruitment,England,"Engineering Manager (Machine Learning)  Remote  £100,000 to £110,000 + 25 days Holiday + Share Options + Progression   Amazing opportunity for a technically experienced Engineering…",7 days ago,2022-05-19,"£100,000-110,000 per year",https://www.careerjet.co.za/jobad/gb5cf86843b275b62ac3f3a63cdd43da41
13,Head of Machine Learning,Motorway,London,"About Motorway   Motorway is the UK’s fastest-growing used car marketplace – our award winning, online-only platform connects private car sellers with thousands of verified dealers…",12 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb0f967c88a751afaafd8179fe2eb1e005
14,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data,Sentinel,London,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data  Machine Learning Engineer  12 month contract (extensions possible)  Inside IR35  100% Remote  …,6 days ago,2022-05-19,£650 per day,https://www.careerjet.co.za/jobad/gb7ce6aa1b98709c9f33f7e3d7d12e96f7
15,Machine Learning Engineer (Energy) - Berkshire,Austin Fraser,Berkshire,Machine Learning Engineer (Energy) - Berkshire   Are you longing to do more to tackle the climate crisis? Are your ML superpowers going spare? Have you ever wanted to work for a dy…,5 days ago,2022-05-19,"£70,000-90,000 per year",https://www.careerjet.co.za/jobad/gb804c74532ce126a8f2f41c87fc4643fa
16,Machine Learning Engineer,Datatonic,London,"As Google Cloud's premier partner in AI, Datatonic provides world-class businesses with cutting-edge data solutions in the cloud.   We help clients take leading technology to the l…",24 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbbbe534567192a391dcdcf938d62ed3ed
17,Machine Learning/Speech Engineer,Poly AI,London,PolyAI is tackling the challenges of automating customer service through voice. Our voice assistants make it possible for businesses to deliver outstanding customer service at ever…,24 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb957b46e44ba6e7773ca99c7a2c46607a
18,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data,Sentinel,Greater London,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data   Job Details:   Posted: May 11 2022  Location:    Greater London * Salary: Â£550 - 650 per day…,6 days ago,2022-05-19,£650 per day,https://www.careerjet.co.za/jobad/gbd1b6a6e777d9bf852fbdbd22236b1a03
19,Machine Learning CTO {AI / Python},Ernest Gordon Recruitment,London,"Machine Learning CTO {AI / Python}   Competitive Salary + Progression + Company Benefits + 100% Remote   London, Remote   Are you an experienced CTO who is looking to combine your …",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gba651e9b1104760565f0c5c41a9a13487
20,"Tech Lead Machine Learning Data Engineer - Recommendations (Remote, Europe)",Shopify,London,"Company Description   Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce…",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb7cddff5f820bea32239dfb730dc3c274
21,"Senior Data Machine Learning Platform Engineer (Remote, Europe)",Shopify,London,"Company Description   Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce…",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb7acc208cf8e95a799c6acd6ec07dcb22
22,Machine Learning Engineer - Fully remote,Volt,England,Machine Learning Engineer required for a leading UK Based client to join them on a permanent remote opportunity   This position is for an ML engineer or data scientist who will joi…,4 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb3741b2dffdfcfbb513c162ee799aae3e
23,Machine Learning Engineer,Limejump,London,Machine Learning Engineer  Tech & Data Science  Limejump Ltd.   About Limejump  Optimising a 100% renewable energy future is our vision.   Limejump is a technology platform that ma…,None,2022-05-19,,https://www.careerjet.co.za/jobad/gb1241b2fea689c17c080cc48f277eaba0
24,Head of Data Science| Remote | £80K - £110k | Greenfield | E-commerce |Machine Learning|,Opus Recruitment Solutions,South East England,"Hampshire, United Kingdom   Permanent  £80000 - £110000 per annum Head of Data | Remote | £80K - £110k | Greenfield  PowerBI | Machine Learning |Data Modelling | Data warehousing |…",18 days ago,2022-05-19,"£80,000-110,000 per year",https://www.careerjet.co.za/jobad/gb4dbe27d5a0507d6f8ec9f0c602f1061d
25,Machine Learning Engineer - Remote,Client Server,Cambridge,"2330   Cambridge, Cambridgeshire, £65000 - £80000 per annum + benefits   Job Type: Permanent   Managed by:   Senior Machine Learning Engineer (Python Bayesian Gaussian Algorithms).…",26 days ago,2022-05-19,"£80,000 per year",https://www.careerjet.co.za/jobad/gb2bd5d19413b61f8eac5cf06ac5b1970b
26,Machine Learning Engineer (EU Remote),Kosen Labs,London,"Note: This is a fully remote position, with preference for the EU timezones.   About Kosen Labs   We are a team of ex-Google DeepMind AI researchers and engineers with extensive ex…",1 month ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbb69a1dc082e1cfae58da08cb89c23a07
27,Machine Learning Research Scientist,Albus Health,Oxford,Albus Health is a medical technology startup that develops intelligent remote monitoring systems for in-home patients taking part in clinical trials. We are looking for an acoustic…,3 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb2dd20e532e1ae6758891d85d59d89dd1
28,Machine Learning Engineer | C++ | Python | Remote,Reqiva,London,Machine Learning Engineer | C++ | Python | Remote   Reqiva are seeking a Machine Learning Engineer for a fully remote opportunity to join a dynamic technology company. This is an e…,14 days ago,2022-05-19,"£65,000-75,000 per year",https://www.careerjet.co.za/jobad/gb2c76e7e4042d738bb9563b854f901163
29,Machine Learning Engineer - Azure - Remote,Xpertise Recruitment,Birmingham,I'm recruiting a Machine Learning Engineer for a global corporate law firm expanding its DataOps team. Further details are below:   Salary: £55-75k + 10% bonus   Location: Birmingh…,1 month ago,2022-05-19,"£75,000 per year",https://www.careerjet.co.za/jobad/gbf52e7c760fe4889e4913189f13eb2d5b
30,Machine Learning Engineer,Adarga,London,"Adarga is a rapidly scaling organisation and we are growing our technology department. As a Machine Learning (ML) engineer within the product team, you will bring your expertise to…",4 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb18977156a9e6fdcf3198e4fa387d9c44
31,Machine Learning Engineer,Volt,England,"Machine Learning Engineer required to join our leading AI client on a permanent remote basis. You will be joining a fast growing team with flexible, remote based working.   Job Rol…",4 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbc20ab86a622c91333f5b9a9ebe0751b3
32,Engineering Manager (Machine Learning),Rise Technical Recruitment,England,"Engineering Manager (Machine Learning)  Remote  £100,000 to £110,000 + 25 days Holiday + Share Options + Progression   Amazing opportunity for a technically experienced Engineering…",7 days ago,2022-05-19,"£100,000-110,000 per year",https://www.careerjet.co.za/jobad/gb5cf86843b275b62ac3f3a63cdd43da41
33,Head of Machine Learning,Motorway,London,"About Motorway   Motorway is the UK’s fastest-growing used car marketplace – our award winning, online-only platform connects private car sellers with thousands of verified dealers…",12 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb0f967c88a751afaafd8179fe2eb1e005
34,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data,Sentinel,London,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data  Machine Learning Engineer  12 month contract (extensions possible)  Inside IR35  100% Remote  …,6 days ago,2022-05-19,£650 per day,https://www.careerjet.co.za/jobad/gb7ce6aa1b98709c9f33f7e3d7d12e96f7
35,Machine Learning Engineer (Energy) - Berkshire,Austin Fraser,Berkshire,Machine Learning Engineer (Energy) - Berkshire   Are you longing to do more to tackle the climate crisis? Are your ML superpowers going spare? Have you ever wanted to work for a dy…,5 days ago,2022-05-19,"£70,000-90,000 per year",https://www.careerjet.co.za/jobad/gb804c74532ce126a8f2f41c87fc4643fa
36,Machine Learning Engineer,Datatonic,London,"As Google Cloud's premier partner in AI, Datatonic provides world-class businesses with cutting-edge data solutions in the cloud.   We help clients take leading technology to the l…",24 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbbbe534567192a391dcdcf938d62ed3ed
37,Machine Learning/Speech Engineer,Poly AI,London,PolyAI is tackling the challenges of automating customer service through voice. Our voice assistants make it possible for businesses to deliver outstanding customer service at ever…,24 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb957b46e44ba6e7773ca99c7a2c46607a
38,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data,Sentinel,Greater London,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data   Job Details:   Posted: May 11 2022  Location:    Greater London * Salary: Â£550 - 650 per day…,6 days ago,2022-05-19,£650 per day,https://www.careerjet.co.za/jobad/gbd1b6a6e777d9bf852fbdbd22236b1a03
39,Machine Learning CTO {AI / Python},Ernest Gordon Recruitment,London,"Machine Learning CTO {AI / Python}   Competitive Salary + Progression + Company Benefits + 100% Remote   London, Remote   Are you an experienced CTO who is looking to combine your …",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gba651e9b1104760565f0c5c41a9a13487
40,"Tech Lead Machine Learning Data Engineer - Recommendations (Remote, Europe)",Shopify,London,"Company Description   Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce…",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb7cddff5f820bea32239dfb730dc3c274
41,"Senior Data Machine Learning Platform Engineer (Remote, Europe)",Shopify,London,"Company Description   Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce…",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb7acc208cf8e95a799c6acd6ec07dcb22
42,Machine Learning Engineer - Fully remote,Volt,England,Machine Learning Engineer required for a leading UK Based client to join them on a permanent remote opportunity   This position is for an ML engineer or data scientist who will joi…,4 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb3741b2dffdfcfbb513c162ee799aae3e
43,Machine Learning Engineer,Limejump,London,Machine Learning Engineer  Tech & Data Science  Limejump Ltd.   About Limejump  Optimising a 100% renewable energy future is our vision.   Limejump is a technology platform that ma…,None,2022-05-19,,https://www.careerjet.co.za/jobad/gb1241b2fea689c17c080cc48f277eaba0
44,Head of Data Science| Remote | £80K - £110k | Greenfield | E-commerce |Machine Learning|,Opus Recruitment Solutions,South East England,"Hampshire, United Kingdom   Permanent  £80000 - £110000 per annum Head of Data | Remote | £80K - £110k | Greenfield  PowerBI | Machine Learning |Data Modelling | Data warehousing |…",18 days ago,2022-05-19,"£80,000-110,000 per year",https://www.careerjet.co.za/jobad/gb4dbe27d5a0507d6f8ec9f0c602f1061d
45,Machine Learning Engineer - Remote,Client Server,Cambridge,"2330   Cambridge, Cambridgeshire, £65000 - £80000 per annum + benefits   Job Type: Permanent   Managed by:   Senior Machine Learning Engineer (Python Bayesian Gaussian Algorithms).…",26 days ago,2022-05-19,"£80,000 per year",https://www.careerjet.co.za/jobad/gb2bd5d19413b61f8eac5cf06ac5b1970b
46,Machine Learning Engineer (EU Remote),Kosen Labs,London,"Note: This is a fully remote position, with preference for the EU timezones.   About Kosen Labs   We are a team of ex-Google DeepMind AI researchers and engineers with extensive ex…",1 month ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbb69a1dc082e1cfae58da08cb89c23a07
47,Machine Learning Research Scientist,Albus Health,Oxford,Albus Health is a medical technology startup that develops intelligent remote monitoring systems for in-home patients taking part in clinical trials. We are looking for an acoustic…,3 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb2dd20e532e1ae6758891d85d59d89dd1
48,Machine Learning Engineer | C++ | Python | Remote,Reqiva,London,Machine Learning Engineer | C++ | Python | Remote   Reqiva are seeking a Machine Learning Engineer for a fully remote opportunity to join a dynamic technology company. This is an e…,14 days ago,2022-05-19,"£65,000-75,000 per year",https://www.careerjet.co.za/jobad/gb2c76e7e4042d738bb9563b854f901163
49,Machine Learning Engineer - Azure - Remote,Xpertise Recruitment,Birmingham,I'm recruiting a Machine Learning Engineer for a global corporate law firm expanding its DataOps team. Further details are below:   Salary: £55-75k + 10% bonus   Location: Birmingh…,1 month ago,2022-05-19,"£75,000 per year",https://www.careerjet.co.za/jobad/gbf52e7c760fe4889e4913189f13eb2d5b
50,Machine Learning Engineer,Adarga,London,"Adarga is a rapidly scaling organisation and we are growing our technology department. As a Machine Learning (ML) engineer within the product team, you will bring your expertise to…",4 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb18977156a9e6fdcf3198e4fa387d9c44
51,Machine Learning Engineer,Volt,England,"Machine Learning Engineer required to join our leading AI client on a permanent remote basis. You will be joining a fast growing team with flexible, remote based working.   Job Rol…",4 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbc20ab86a622c91333f5b9a9ebe0751b3
52,Engineering Manager (Machine Learning),Rise Technical Recruitment,England,"Engineering Manager (Machine Learning)  Remote  £100,000 to £110,000 + 25 days Holiday + Share Options + Progression   Amazing opportunity for a technically experienced Engineering…",7 days ago,2022-05-19,"£100,000-110,000 per year",https://www.careerjet.co.za/jobad/gb5cf86843b275b62ac3f3a63cdd43da41
53,Head of Machine Learning,Motorway,London,"About Motorway   Motorway is the UK’s fastest-growing used car marketplace – our award winning, online-only platform connects private car sellers with thousands of verified dealers…",12 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb0f967c88a751afaafd8179fe2eb1e005
54,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data,Sentinel,London,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data  Machine Learning Engineer  12 month contract (extensions possible)  Inside IR35  100% Remote  …,6 days ago,2022-05-19,£650 per day,https://www.careerjet.co.za/jobad/gb7ce6aa1b98709c9f33f7e3d7d12e96f7
55,Machine Learning Engineer (Energy) - Berkshire,Austin Fraser,Berkshire,Machine Learning Engineer (Energy) - Berkshire   Are you longing to do more to tackle the climate crisis? Are your ML superpowers going spare? Have you ever wanted to work for a dy…,5 days ago,2022-05-19,"£70,000-90,000 per year",https://www.careerjet.co.za/jobad/gb804c74532ce126a8f2f41c87fc4643fa
56,Machine Learning Engineer,Datatonic,London,"As Google Cloud's premier partner in AI, Datatonic provides world-class businesses with cutting-edge data solutions in the cloud.   We help clients take leading technology to the l…",24 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbbbe534567192a391dcdcf938d62ed3ed
57,Machine Learning/Speech Engineer,Poly AI,London,PolyAI is tackling the challenges of automating customer service through voice. Our voice assistants make it possible for businesses to deliver outstanding customer service at ever…,24 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb957b46e44ba6e7773ca99c7a2c46607a
58,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data,Sentinel,Greater London,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data   Job Details:   Posted: May 11 2022  Location:    Greater London * Salary: Â£550 - 650 per day…,6 days ago,2022-05-19,£650 per day,https://www.careerjet.co.za/jobad/gbd1b6a6e777d9bf852fbdbd22236b1a03
59,Machine Learning CTO {AI / Python},Ernest Gordon Recruitment,London,"Machine Learning CTO {AI / Python}   Competitive Salary + Progression + Company Benefits + 100% Remote   London, Remote   Are you an experienced CTO who is looking to combine your …",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gba651e9b1104760565f0c5c41a9a13487
60,"Tech Lead Machine Learning Data Engineer - Recommendations (Remote, Europe)",Shopify,London,"Company Description   Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce…",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb7cddff5f820bea32239dfb730dc3c274
